PR,MAC,IRI
9.014444444,1.773333333,3.355555556
9.443333333,1.837777778,3.445555556
8.991111111,1.856666667,3.293333333
9.087777778,1.86,3.211111111
9.303333333,1.823333333,3.202222222
8.828888889,1.688888889,3.101111111
8.983333333,1.59,1.802222222
9.003333333,1.525555556,1.704444444
9.421111111,1.482222222,1.636666667
9.704444444,1.43,1.59
9.112222222,1.365555556,1.547777778
8.792222222,1.332222222,1.553333333
10.01,1.335555556,1.618888889
10.14666667,1.381111111,1.615555556
11.61666667,1.423333333,1.785555556
11.99555556,1.468888889,1.685555556
12.71666667,1.496666667,1.742222222
12.49666667,1.52,1.812222222
12.26555556,1.531111111,1.798888889
13.44666667,1.561111111,1.878888889
15.97444444,1.566666667,2.244444444
15.68333333,1.544444444,2.422222222
15.29222222,1.523333333,2.504444444
14.29888889,1.511111111,2.443333333
14.07333333,1.473333333,2.54
13.38222222,1.477777778,2.642222222
13.56777778,1.465555556,2.718888889
13.76333333,1.452222222,2.754444444
12.89111111,1.428888889,2.687777778
10.81777778,1.418888889,2.378888889
10.59,1.423333333,2.097777778
10.45,1.405555556,2.273333333
9.767777778,1.415555556,2.634444444
9.236666667,1.457777778,2.611111111
10.55222222,1.477777778,2.754444444
10.23,1.504444444,2.735555556
10.31222222,1.521111111,2.955555556
10.7,1.568888889,3.068888889
11.79888889,1.651111111,3.912222222
11.40666667,1.657777778,4.067777778
12.3,1.656666667,4.004444444
13.23222222,1.648888889,4.236666667
13.98111111,1.634444444,4.222222222
13.44,1.607777778,4.44
14.14888889,1.605555556,4.505555556
14.37,1.665555556,4.41
14.88555556,1.675555556,5.566666667
14.50444444,1.691111111,5.465555556
15.09,1.784444444,5.824444444
15.29444444,1.887777778,6.302222222
14.90444444,1.972222222,5.847777778
14.71333333,2.025555556,5.912222222
14.77444444,2.068888889,5.63
14.11333333,2.143333333,5.726666667
14.88777778,2.066666667,6.207777778
14.20333333,2.037777778,5.887777778
14.71666667,1.993333333,6.26
15.76,1.953333333,6.4
16.32555556,1.876666667,5.882222222
16.09666667,1.803333333,5.696666667
15.33222222,1.735555556,5.624444444
14.68888889,1.678888889,5.447777778
15.43,1.581111111,5.228888889
14.11444444,1.581111111,4.636666667
14.61777778,1.636666667,3.793333333
15.40777778,1.603333333,2.83
14.35222222,1.564444444,2.262222222
14.21111111,1.524444444,2.034444444
14.03888889,1.491111111,1.933333333
14.54888889,1.521111111,1.793333333
14.61,1.584444444,2.554444444
15.74777778,1.594444444,3.297777778
16.38666667,1.585555556,3.327777778
17.42333333,1.487777778,3.505555556
16.36444444,1.46,3.605555556
15.07555556,1.412222222,3.557777778
13.86222222,1.38,3.756666667
14.70555556,1.364444444,3.855555556
14.61555556,1.326666667,3.966666667
14.19888889,1.24,3.155555556
11.90444444,1.211111111,2.447777778
11.03444444,1.196666667,2.408888889
10.05777778,1.184444444,2.293333333
10.48222222,1.166666667,2.22
10.57666667,1.157777778,2.396666667
11.69,1.156666667,2.587777778
12.40333333,1.138888889,2.824444444
12.83333333,1.121111111,2.901111111
12.59555556,1.114444444,2.865555556
12.82222222,1.107777778,2.821111111
12.69222222,1.105555556,2.823333333
11.98111111,1.112222222,2.661111111
10.67555556,1.113333333,2.682222222
11.82333333,1.135555556,2.638888889
11.41111111,1.137777778,2.527777778
10.68222222,1.161111111,2.418888889
10.57888889,1.164444444,2.578888889
10.72888889,1.176666667,2.618888889
11.19,1.17,2.731111111
11.78555556,1.17,2.844444444
11.39222222,1.157777778,2.865555556
10.83,1.151111111,2.654444444
9.981111111,1.118888889,2.641111111
9.223333333,1.114444444,2.884444444
9.794444444,1.07,2.931111111
9.566666667,1.016666667,2.962222222
10.08555556,0.954444444,3.237777778
10.99222222,0.91,3.316666667
11.91222222,0.92,3.576666667
12.43,0.868888889,4.331111111
12.24555556,0.822222222,4.557777778
11.59555556,0.786666667,4.517777778
11.14111111,0.745555556,4.095555556
9.501111111,0.723333333,3.958888889
8.827777778,0.716666667,3.902222222
8.267777778,0.713333333,3.963333333
6.815555556,0.698888889,3.914444444
5.442222222,0.632222222,3.627777778
5.198888889,0.627777778,2.848888889
5.212222222,0.624444444,2.802222222
5.44,0.621111111,2.753333333
5.717777778,0.606666667,2.893333333
6.255555556,0.597777778,3.04
6.222222222,0.598888889,3.07
6.114444444,0.613333333,3.282222222
6.424444444,0.632222222,3.473333333
6.232222222,0.641111111,3.798888889
7.804444444,0.647777778,4.043333333
8.458888889,0.653333333,4.053333333
8.434444444,0.658888889,5.13
8.316666667,0.68,5.902222222
7.6,0.708888889,6.208888889
7.616666667,0.724444444,6.393333333
8.358888889,0.722222222,6.417777778
8.644444444,0.726666667,6.913333333
8.873333333,0.731111111,7.051111111
7.312222222,0.734444444,7.161111111
6.722222222,0.74,7.498888889
6.453333333,0.737777778,6.513333333
6.41,0.728888889,5.643333333
6.511111111,0.708888889,5.231111111
6.485555556,0.697777778,4.974444444
5.622222222,0.695555556,4.733333333
4.79,0.693333333,4.11
4.655555556,0.696666667,4.015555556
4.411111111,0.698888889,4.1
4.056666667,0.704444444,4.177777778
3.87,0.706666667,4.423333333
3.733333333,0.71,4.604444444
3.54,0.714444444,4.732222222
3.356666667,0.713333333,4.963333333
3.278888889,0.718888889,4.73
3.397777778,0.711111111,4.481111111
3.253333333,0.7,4.27
3.022222222,0.691111111,4.098888889
2.933333333,0.673333333,3.614444444
3.15,0.665555556,3.291111111
3.042222222,0.651111111,3.298888889
3.127777778,0.636666667,3.273333333
3.148888889,0.634444444,3.068888889
3.143333333,0.625555556,3.288888889
2.988888889,0.621111111,3.654444444
3.16,0.618888889,3.556666667
3.045555556,0.61,3.443333333
3.038888889,0.606666667,3.372222222
3.006666667,0.604444444,3.375555556
3.058888889,0.604444444,3.143333333
4.371111111,0.605555556,3.206666667
4.451111111,0.631111111,3.182222222
6.053333333,0.745555556,3.344444444
6.004444444,0.822222222,3.545555556
5.764444444,0.88,3.658888889
5.818888889,0.944444444,3.558888889
6.088888889,1.007777778,3.492222222
6.008888889,1.052222222,3.377777778
6.018888889,1.1,3.325555556
4.656666667,1.133333333,3.138888889
4.476666667,1.134444444,2.914444444
2.762222222,1.067777778,2.415555556
2.661111111,1.057777778,1.862222222
2.522222222,1.056666667,1.576666667
2.477777778,1.058888889,1.423333333
2.268888889,1.066666667,1.384444444
2.317777778,1.088888889,1.436666667
2.246666667,1.085555556,1.426666667
2.165555556,1.102222222,1.25
2.243333333,1.112222222,1.196666667
2.271111111,1.102222222,1.193333333
2.323333333,1.076666667,1.153333333
2.371111111,1.062222222,1.083333333
2.423333333,1.047777778,1.178888889
2.534444444,1.032222222,1.176666667
2.538888889,1.023333333,1.123333333
2.893333333,1.023333333,1.14
2.94,1.015555556,1.134444444
3.667777778,1.011111111,1.225555556
3.752222222,1.01,1.242222222
3.78,1.016666667,1.308888889
3.913333333,1.015555556,1.335555556
4.004444444,1.01,1.257777778
3.905555556,1.005555556,1.33
4.007777778,1.004444444,1.388888889
4.005555556,1.024444444,1.423333333
4.06,1.022222222,1.545555556
3.565555556,1.025555556,1.531111111
3.706666667,1.018888889,1.526666667
3.746666667,1.006666667,1.498888889
3.511111111,1.004444444,1.552222222
3.533333333,1.012222222,1.586666667
3.542222222,1.007777778,1.571111111
3.257777778,0.998888889,1.615555556
3.076666667,0.985555556,1.643333333
2.956666667,0.98,1.597777778
2.784444444,0.974444444,1.627777778
2.521111111,0.972222222,1.572222222
2.576666667,0.962222222,1.567777778
2.781111111,0.955555556,1.487777778
2.765555556,0.946666667,1.537777778
2.747777778,0.943333333,1.494444444
2.851111111,0.937777778,1.383333333
2.665555556,0.94,1.313333333
2.676666667,0.946666667,1.27
2.514444444,0.947777778,1.271111111
2.51,0.958888889,1.391111111
2.337777778,0.967777778,1.376666667
2.107777778,0.97,1.402222222
1.947777778,0.976666667,1.362222222
1.905555556,0.983333333,1.352222222
1.811111111,0.992222222,1.415555556
1.725555556,0.993333333,1.5
1.675555556,0.996666667,1.506666667
1.683333333,1.003333333,1.417777778
1.707777778,0.997777778,1.307777778
1.684444444,0.998888889,1.348888889
1.89,1.011111111,1.416666667
2.176666667,1.007777778,1.392222222
2.207777778,1.012222222,1.476666667
2.333333333,1.012222222,1.45
2.486666667,1.016666667,1.444444444
2.553333333,1.026666667,1.543333333
2.557777778,1.02,1.561111111
2.467777778,1.021111111,1.608888889
2.532222222,1.024444444,1.54
2.355555556,1.03,1.49
2.041111111,1.037777778,1.551111111
1.994444444,1.041111111,1.493333333
1.908888889,1.035555556,1.455555556
1.824444444,1.02,1.388888889
1.778888889,1.01,1.341111111
1.793333333,1.021111111,1.421111111
1.862222222,1.032222222,1.372222222
1.806666667,1.053333333,1.394444444
1.922222222,1.058888889,1.383333333
1.967777778,1.054444444,1.354444444
1.981111111,1.048888889,1.382222222
2.008888889,1.056666667,1.446666667
2.023333333,1.062222222,1.425555556
2.045555556,1.063333333,1.387777778
2.091111111,1.082222222,1.393333333
2.037777778,1.09,1.421111111
2.094444444,1.081111111,1.41
2.016666667,1.077777778,1.448888889
2.032222222,1.088888889,1.461111111
2.07,1.096666667,1.447777778
2.083333333,1.094444444,1.381111111
2.125555556,1.103333333,1.37
2.245555556,1.117777778,1.403333333
2.131111111,1.106666667,1.328888889
2.28,1.104444444,1.312222222
2.218888889,1.088888889,1.316666667
2.224444444,1.071111111,1.304444444
2.222222222,1.055555556,1.267777778
2.237777778,1.04,1.186666667
2.177777778,1.036666667,1.198888889
2.105555556,1.021111111,1.201111111
2.024444444,1.015555556,1.145555556
2.046666667,1.005555556,1.114444444
1.982222222,0.992222222,1.081111111
1.994444444,0.998888889,1.094444444
1.947777778,0.997777778,1.07
1.955555556,0.992222222,1.066666667
1.922222222,0.995555556,1.118888889
1.968888889,0.992222222,1.118888889
2.236666667,0.993333333,1.202222222
2.37,0.992222222,1.188888889
2.685555556,0.992222222,1.306666667
2.854444444,0.991111111,1.372222222
3.022222222,0.988888889,1.373333333
3.126666667,0.983333333,1.407777778
3.213333333,0.975555556,1.413333333
3.198888889,0.977777778,1.452222222
3.152222222,0.976666667,1.443333333
2.953333333,0.97,1.407777778
2.74,0.958888889,1.405555556
2.85,0.972222222,1.604444444
2.87,0.99,1.678888889
2.904444444,0.997777778,1.664444444
2.955555556,1.02,1.613333333
2.964444444,1.051111111,1.585555556
3.116666667,1.066666667,1.524444444
3.492222222,1.087777778,1.578888889
3.558888889,1.108888889,1.602222222
3.764444444,1.105555556,1.638888889
3.473333333,1.082222222,1.458888889
3.411111111,1.055555556,1.383333333
3.304444444,1.036666667,1.346666667
3.24,1.02,1.377777778
3.164444444,0.998888889,1.373333333
3.073333333,0.977777778,1.341111111
3.045555556,0.961111111,1.286666667
