Modelid,loss,val_loss,retrain_loss,retrain_val_loss
1130,0.04725049063563347,0.17711013555526733,0.04532585293054581,0.17822636663913727
1132,0.051112573593854904,0.2179742455482483,0.049860529601573944,0.2187420129776001
1134,0.040785666555166245,0.18878325819969177,0.04206225275993347,0.14345693588256836
1282,0.04747997596859932,0.08831377327442169,0.04933912679553032,0.0828811451792717
1284,0.038752470165491104,0.0610247440636158,0.040524329990148544,0.06108784303069115
1285,0.03964215889573097,0.062090106308460236,0.03932654857635498,0.06104591116309166
1286,0.0533946268260479,0.08354592323303223,0.059461355209350586,0.08816669881343842
1287,0.04904670640826225,0.07655651867389679,0.046898894011974335,0.07740364968776703
1288,0.049361832439899445,0.35945332050323486,0.05832541733980179,0.26849958300590515
1289,0.049310896545648575,0.20390670001506805,0.04973730072379112,0.18533670902252197
1290,0.04810892790555954,0.46820884943008423,0.054365336894989014,0.3462333083152771
1291,0.056857652962207794,0.23737095296382904,0.05636531114578247,0.21046732366085052
1292,0.045745253562927246,0.2969386577606201,0.044532667845487595,0.2870434820652008
1293,0.04972289130091667,0.24901603162288666,0.052575260400772095,0.21373499929904938
1294,0.04854259267449379,0.30840441584587097,0.04873839393258095,0.27200883626937866
1295,0.049842946231365204,0.14856883883476257,0.05213325098156929,0.15904223918914795
1296,0.05138976499438286,0.4168585240840912,0.05811038985848427,0.3878175616264343
1297,0.029698332771658897,0.11793935298919678,0.03489144891500473,0.09759078174829483
1298,0.05809147283434868,0.3481721878051758,0.05069422349333763,0.3204197585582733
1299,0.04602908343076706,0.30838173627853394,0.04534592479467392,0.2797307074069977
1300,0.06045110896229744,0.37318676710128784,0.060692448168992996,0.303209125995636
1301,0.045615844428539276,0.3201334476470947,0.044130150228738785,0.3387342691421509
1302,0.06981115788221359,0.31660157442092896,0.06678015738725662,0.32366156578063965
1303,0.05727522820234299,0.5061078071594238,0.058538228273391724,0.3532591164112091
1304,0.0801212340593338,0.43045058846473694,0.08185964077711105,0.34534531831741333
1305,0.0656438022851944,0.4787216782569885,0.0644301250576973,0.32913994789123535
1306,0.058773111552000046,0.28904640674591064,0.05808194726705551,0.2193199098110199
1307,0.039028625935316086,0.05679786950349808,0.03897300735116005,0.057162441313266754
1308,0.07205235958099365,0.1258372813463211,0.06341386586427689,0.1172337457537651
1310,0.06592247635126114,0.1138337105512619,0.07400219142436981,0.013724812306463718
1312,0.05928065627813339,0.05430366471409798,0.07062774896621704,0.0728093609213829
1314,0.07541177421808243,0.090875543653965,0.07489676773548126,0.07958519458770752
1316,0.06319741159677505,0.06534167379140854,0.0554763488471508,0.05161214619874954
1440,0.05502888560295105,0.1265333741903305,0.04933153837919235,0.13756832480430603
1441,0.04387899488210678,0.0854945257306099,0.04476809874176979,0.0823650062084198
1442,0.05493173375725746,0.1470707207918167,0.055280204862356186,0.14292916655540466
1443,0.04214358329772949,0.08718046545982361,0.0410144068300724,0.09885911643505096
1444,0.061660826206207275,0.11919306218624115,0.06056545674800873,0.11916131526231766
1445,0.028914963826537132,0.08163169771432877,0.029883520677685738,0.07466965913772583
1446,0.05352218821644783,0.23326653242111206,0.052431318908929825,0.19818775355815887
1447,0.027127768844366074,0.1972121000289917,0.02701239287853241,0.19783078134059906
1448,0.04748845100402832,0.24077481031417847,0.04632343724370003,0.27569377422332764
1449,0.01763365976512432,0.24974068999290466,0.017433777451515198,0.20965851843357086
1450,0.046271100640296936,0.2466437816619873,0.04423520341515541,0.22222429513931274
1451,0.024780025705695152,0.22967533767223358,0.024883178994059563,0.1817133128643036
1452,0.05766769126057625,0.3561093211174011,0.021648937836289406,0.1767517477273941
1453,0.02240181528031826,0.24748845398426056,0.023183273151516914,0.23686297237873077
1454,0.06572337448596954,0.3428039848804474,0.05754584074020386,0.27310073375701904
1455,0.027264930307865143,0.1861991584300995,0.027758793905377388,0.1733313351869583
1456,0.07909195125102997,0.2900308072566986,0.08274129033088684,0.34948280453681946
1457,0.02862943336367607,0.2410203367471695,0.028864208608865738,0.1950124204158783
1458,0.11078385263681412,0.3702824115753174,0.08560336381196976,0.29499995708465576
1459,0.04746692255139351,0.13685204088687897,0.04941732436418533,0.09789152443408966
1460,0.10228661447763443,0.21749478578567505,0.10352806746959686,0.21485501527786255
1462,0.0912291407585144,0.17399464547634125,0.08490771800279617,0.182155042886734
1463,0.039360545575618744,0.057060107588768005,0.06109881401062012,0.04906154423952103
1464,0.09383481740951538,0.18436601758003235,0.10310786962509155,0.15637540817260742
1465,0.055798932909965515,0.10821574926376343,0.05655432492494583,0.0979808121919632
1466,0.08437413722276688,0.16000409424304962,0.08676191419363022,0.14615745842456818
1467,0.041743405163288116,0.1285213679075241,0.04917755350470543,0.10023729503154755
1468,0.030870353803038597,0.1235419437289238,0.06684647500514984,0.09293238818645477
1469,0.0851973220705986,0.09877689927816391,0.078431636095047,0.10708682984113693
1470,0.05269376561045647,0.11430864036083221,0.034271493554115295,0.04632314294576645
1471,0.07450183480978012,0.05864701047539711,0.06412506848573685,0.08822266012430191
1473,0.08187171071767807,0.14230355620384216,0.07792402058839798,0.06450940668582916
1474,0.05641293525695801,0.06875237822532654,0.0746506080031395,0.05402010679244995
1475,0.0828230008482933,0.15590022504329681,0.07581958174705505,0.10376573354005814
1477,0.04569338262081146,0.09391097724437714,0.046317208558321,0.031783536076545715
1600,0.05803695693612099,0.22852060198783875,0.06527485698461533,0.20342901349067688
1601,0.0507623590528965,0.09900131076574326,0.048639360815286636,0.09736843407154083
1602,0.047787897288799286,0.09772127866744995,0.0519932396709919,0.08943723142147064
1603,0.05192207545042038,0.08154214173555374,0.048612382262945175,0.07707463204860687
1604,0.04919007793068886,0.15375550091266632,0.049318768084049225,0.1935223788022995
1606,0.05102543905377388,0.18254981935024261,0.049049198627471924,0.16161493957042694
1608,0.03993096947669983,0.11161037534475327,0.048556696623563766,0.10029187053442001
1609,0.041880473494529724,0.07352092117071152,0.03973264992237091,0.07297122478485107
1610,0.040935032069683075,0.09138215333223343,0.040084678679704666,0.10415391623973846
1611,0.04404827952384949,0.06145366281270981,0.04499625414609909,0.06476455926895142
1612,0.04891583323478699,0.10308773815631866,0.04607211425900459,0.10072492808103561
1613,0.042589351534843445,0.1577078253030777,0.04773300886154175,0.10942734777927399
1614,0.09065815061330795,0.23593246936798096,0.09361100941896439,0.22742323577404022
1615,0.061285894364118576,0.213337704539299,0.0681842640042305,0.1847447156906128
1616,0.12196129560470581,0.17175514996051788,0.09656591713428497,0.17278161644935608
1617,0.08436810970306396,0.1742471307516098,0.08915501832962036,0.17646685242652893
1618,0.08263501524925232,0.20486189424991608,0.10891460627317429,0.12535344064235687
1619,0.08691240847110748,0.19889521598815918,0.08576683700084686,0.16797222197055817
1620,0.11369984596967697,0.14778311550617218,0.11103276908397675,0.1490451991558075
1621,0.0879354253411293,0.16620874404907227,0.09597951173782349,0.15669022500514984
1622,0.10035639256238937,0.17897072434425354,0.10665660351514816,0.178713858127594
1623,0.06597888469696045,0.16335640847682953,0.08559054881334305,0.1621301919221878
1624,0.04902152717113495,0.3175506591796875,0.12076451629400253,0.18384987115859985
1625,0.09479298442602158,0.12660805881023407,0.09362239390611649,0.13079719245433807
1626,0.13970410823822021,0.1305796056985855,0.12732890248298645,0.12207607179880142
1628,0.1390446573495865,0.186801016330719,0.13229091465473175,0.1791817992925644
1629,0.06478361785411835,0.0677947998046875,0.08715250343084335,0.06233916059136391
1630,0.11210429668426514,0.15419921278953552,0.10905902832746506,0.141061469912529
1631,0.06811689585447311,0.10178381204605103,0.06888725608587265,0.05841130018234253
1632,0.07875733077526093,0.13557849824428558,0.0875207930803299,0.10643640160560608
1633,0.06965459883213043,0.09680027514696121,0.0664675310254097,0.06625106185674667
1634,0.08358237147331238,0.09805929660797119,0.07792460173368454,0.0956466794013977
1636,0.05680948495864868,0.09928625077009201,0.057818684726953506,0.0628805160522461
1760,0.05132179334759712,0.20685701072216034,0.05137021839618683,0.17437829077243805
1761,0.06599845737218857,0.2030782401561737,0.06536650657653809,0.17962071299552917
1762,0.05058659240603447,0.24334338307380676,0.055797915905714035,0.21329830586910248
1763,0.04750267043709755,0.19418565928936005,0.04982011392712593,0.18330545723438263
1764,0.05330350995063782,0.16991154849529266,0.055325597524642944,0.1652929037809372
1765,0.04712952673435211,0.2303272932767868,0.06260151416063309,0.16948188841342926
1766,0.05053817480802536,0.1419280618429184,0.05436219647526741,0.12281610816717148
1767,0.052567943930625916,0.19543913006782532,0.05465343967080116,0.149612694978714
1768,0.061895132064819336,0.5104090571403503,0.06956391036510468,0.2580696642398834
1769,0.05018443241715431,0.2465181201696396,0.05337176099419594,0.15441560745239258
1770,0.06772840768098831,0.22912274301052094,0.03563522920012474,0.2874280512332916
1771,0.07904525101184845,0.14104509353637695,0.07387001067399979,0.1366545408964157
1772,0.08532262593507767,0.2143881618976593,0.0768723264336586,0.17580266296863556
1773,0.08169284462928772,0.17644816637039185,0.08434628695249557,0.17547696828842163
1774,0.08655297011137009,0.16880442202091217,0.09898090362548828,0.16755220293998718
1775,0.10706707090139389,0.10353012382984161,0.10935492068529129,0.11967243999242783
1776,0.10577352344989777,0.19797179102897644,0.10798275470733643,0.1891404092311859
1777,0.10252758115530014,0.13729619979858398,0.0930502861738205,0.13855236768722534
1778,0.1279909908771515,0.2548506259918213,0.12709687650203705,0.22694291174411774
1779,0.07753893733024597,0.14695844054222107,0.08322932571172714,0.13552089035511017
1780,0.12240252643823624,0.21176517009735107,0.11996008455753326,0.18135973811149597
1781,0.0858381986618042,0.11808330565690994,0.08774694800376892,0.12801618874073029
1782,0.11103903502225876,0.21894627809524536,0.06916350871324539,0.146124005317688
1783,0.07935512810945511,0.17518280446529388,0.08782342076301575,0.15486207604408264
1784,0.10949349403381348,0.16982372105121613,0.09993299841880798,0.16425830125808716
1785,0.07843931764364243,0.1096670925617218,0.08322551101446152,0.09721361100673676
1786,0.11094478517770767,0.15221258997917175,0.11157296597957611,0.14165732264518738
1787,0.07496476918458939,0.09890642762184143,0.07419171184301376,0.08732166886329651
1788,0.11909127235412598,0.23190099000930786,0.11600635200738907,0.24620908498764038
1789,0.08552013337612152,0.16339285671710968,0.087419293820858,0.1472448855638504
1790,0.11401601880788803,0.31003373861312866,0.11734424531459808,0.2213827669620514
1791,0.08192329853773117,0.19737495481967926,0.08073719590902328,0.1672721803188324
1792,0.10076695680618286,0.3560817837715149,0.09930378198623657,0.2631393074989319
1793,0.06757133454084396,0.11213408410549164,0.06795722991228104,0.11295675486326218
1794,0.08059041202068329,0.3229213356971741,0.07903441041707993,0.25082048773765564
1795,0.058248888701200485,0.09244366735219955,0.061144426465034485,0.0870724618434906
1796,0.05788995698094368,0.175936758518219,0.059201180934906006,0.16298198699951172
1921,0.0645836591720581,0.09586251527070999,0.07359906286001205,0.09562660753726959
1924,0.030296873301267624,0.7532650232315063,0.030819065868854523,0.6758019328117371
1925,0.028278963640332222,0.19953976571559906,0.029484586790204048,0.11267562210559845
1926,0.043977390974760056,0.583448588848114,0.0451529286801815,0.5724151730537415
1927,0.041922301054000854,0.4819204807281494,0.048635002225637436,0.30666324496269226
1928,0.05590362474322319,0.40551233291625977,0.05286684259772301,0.3501887023448944
1929,0.04483102262020111,0.4027664065361023,0.04668530449271202,0.2668302357196808
1930,0.06816654652357101,0.22414177656173706,0.0652676671743393,0.17503732442855835
1931,0.05722418427467346,0.21650496125221252,0.0397706963121891,0.19517894089221954
1932,0.08378946036100388,0.13874001801013947,0.047744475305080414,0.15248046815395355
1933,0.061144448816776276,0.22574283182621002,0.06502377986907959,0.22643253207206726
1934,0.07377646118402481,0.1169942319393158,0.07192779332399368,0.12503118813037872
1935,0.057199738919734955,0.26374638080596924,0.0656510666012764,0.26320090889930725
1936,0.09167622029781342,0.19217638671398163,0.09544351696968079,0.16802604496479034
1937,0.07958266139030457,0.30319949984550476,0.07934373617172241,0.2896168529987335
1938,0.11497391015291214,0.1358518898487091,0.10895989835262299,0.12877090275287628
1939,0.0975448414683342,0.19208207726478577,0.09593240171670914,0.18719244003295898
1940,0.09492228925228119,0.19123508036136627,0.10357456654310226,0.16071398556232452
1941,0.08566318452358246,0.1883862465620041,0.08996226638555527,0.16321462392807007
1942,0.10088422894477844,0.1431528925895691,0.08741001784801483,0.14631076157093048
1943,0.07490838319063187,0.16536188125610352,0.08155858516693115,0.1580314338207245
1944,0.09477125108242035,0.18980775773525238,0.10127685964107513,0.145609512925148
1945,0.0757642537355423,0.13260675966739655,0.07931256294250488,0.1264946311712265
1946,0.1067272424697876,0.18878844380378723,0.09711138159036636,0.17434483766555786
1947,0.07382172346115112,0.11223571747541428,0.07684087753295898,0.08915552496910095
1948,0.10603025555610657,0.24686011672019958,0.10167354345321655,0.23800432682037354
1949,0.07639127969741821,0.14113816618919373,0.07479241490364075,0.1459359973669052
1950,0.09414364397525787,0.35390225052833557,0.08951669931411743,0.3036201596260071
1951,0.07452311366796494,0.25500258803367615,0.08068392425775528,0.17658281326293945
1952,0.08864527195692062,0.49025824666023254,0.08965446054935455,0.28468793630599976
1953,0.07629046589136124,0.32808250188827515,0.08022020757198334,0.2837563157081604
1954,0.09414521604776382,0.22922827303409576,0.0930861160159111,0.28701087832450867
1955,0.06388064473867416,0.32094377279281616,0.06836848706007004,0.28628644347190857
1956,0.07496875524520874,0.17445272207260132,0.07353179156780243,0.17672745883464813
1957,0.03833315148949623,0.12823723256587982,0.03855859115719795,0.13155604898929596
2081,0.05280077084898949,0.09498348087072372,0.05142158642411232,0.1026986837387085
2082,0.020390985533595085,0.09655483812093735,0.02003651298582554,0.09736883640289307
2083,0.02584042213857174,0.1595127433538437,0.025767406448721886,0.15234629809856415
2084,0.02892434597015381,0.6367480158805847,0.03094501607120037,0.5864665508270264
2085,0.038547128438949585,0.797069251537323,0.03910493105649948,0.43970489501953125
2086,0.041727639734745026,0.45652276277542114,0.040023405104875565,0.3181321322917938
2087,0.04701590910553932,0.352749764919281,0.04538974165916443,0.2673247754573822
2088,0.04075060039758682,0.2183595597743988,0.04207497835159302,0.22828158736228943
2089,0.04377623647451401,0.12001150101423264,0.04446953907608986,0.10840114951133728
2090,0.04751461744308472,0.25624537467956543,0.05328494682908058,0.2016974538564682
2091,0.028450939804315567,0.0940871611237526,0.041219934821128845,0.05868998169898987
2092,0.052490074187517166,0.17148511111736298,0.050305429846048355,0.13532787561416626
2093,0.022784771397709846,0.05696222558617592,0.03330935165286064,0.05922691151499748
2094,0.02609788067638874,0.15079627931118011,0.05015392228960991,0.11811334639787674
2095,0.05684487149119377,0.07237553596496582,0.05153588578104973,0.07196257263422012
2096,0.09665001928806305,0.11434788256883621,0.09993470460176468,0.10742831230163574
2097,0.07302726060152054,0.07614508271217346,0.07469238340854645,0.07609738409519196
2098,0.09622618556022644,0.10165441036224365,0.09018653631210327,0.10266353189945221
2099,0.07126301527023315,0.09885523468255997,0.07772738486528397,0.09422331303358078
2100,0.09216657280921936,0.21020188927650452,0.08631893992424011,0.16316373646259308
2101,0.0466032475233078,0.24303027987480164,0.0895499512553215,0.10858044028282166
2102,0.10287006199359894,0.40128955245018005,0.10914503782987595,0.28445038199424744
2103,0.05202227830886841,0.10674925148487091,0.05427040159702301,0.10576219111680984
2104,0.09014259278774261,0.19238242506980896,0.0926600769162178,0.17252473533153534
2105,0.08123447000980377,0.12255127727985382,0.05905216559767723,0.1273193508386612
2106,0.09894836694002151,0.21191826462745667,0.1015215814113617,0.1684168577194214
2107,0.09079913049936295,0.16031569242477417,0.09389355778694153,0.15565627813339233
2108,0.10164033621549606,0.24909885227680206,0.1065949872136116,0.19783689081668854
2109,0.09624630957841873,0.23103022575378418,0.09899807721376419,0.167988583445549
2110,0.10623199492692947,0.1281435638666153,0.10712356120347977,0.13714022934436798
2111,0.08049889653921127,0.09277389943599701,0.07269743084907532,0.09346771985292435
2112,0.10274075716733932,0.31799548864364624,0.1065043956041336,0.18241645395755768
2113,0.06293315440416336,0.09663686156272888,0.0630849078297615,0.1175740659236908
2114,0.0978870764374733,0.2299114167690277,0.10355211049318314,0.1825145035982132
2115,0.06036465987563133,0.15209898352622986,0.05962419882416725,0.10277178138494492
2116,0.0732867643237114,0.12076837569475174,0.07529128342866898,0.11767935007810593
2117,0.03350556641817093,0.06050828471779823,0.035685520619153976,0.06274773180484772
2244,0.02936815842986107,0.11775989830493927,0.028980446979403496,0.1495436131954193
2245,0.021243378520011902,0.3400108516216278,0.02140107937157154,0.271268367767334
2246,0.028493303805589676,0.15584224462509155,0.02742253802716732,0.11290813982486725
2247,0.032507091760635376,0.17131683230400085,0.03242345526814461,0.13753792643547058
2248,0.03642383590340614,0.12188585847616196,0.0361686646938324,0.09068863838911057
2249,0.039378345012664795,0.14185117185115814,0.03981779143214226,0.08402082324028015
2250,0.06351429969072342,0.06492951512336731,0.06080615147948265,0.05335626006126404
2251,0.04521531984210014,0.06426993012428284,0.042420852929353714,0.06540799140930176
2253,0.07541389763355255,0.07229646295309067,0.07080841064453125,0.06114824116230011
2255,0.09613680094480515,0.08160215616226196,0.09161711484193802,0.068826824426651
2257,0.10956302285194397,0.07965636253356934,0.11658791452646255,0.0727839544415474
2258,0.08333110064268112,0.051249392330646515,0.08223855495452881,0.04793529957532883
2259,0.10604719817638397,0.13849014043807983,0.1036309078335762,0.13116343319416046
2260,0.09936146438121796,0.21055757999420166,0.10745278000831604,0.216391459107399
2261,0.10427094995975494,0.24171681702136993,0.1018269956111908,0.23414142429828644
2262,0.05744842439889908,0.2418483942747116,0.058639056980609894,0.19592446088790894
2263,0.07942863553762436,0.16880382597446442,0.08102098107337952,0.16440296173095703
2264,0.05685402452945709,0.28578662872314453,0.05853351578116417,0.2116505354642868
2265,0.0713566243648529,0.19483593106269836,0.07260939478874207,0.15200141072273254
2266,0.08907148987054825,0.27859869599342346,0.09190651029348373,0.29208800196647644
2267,0.08422113209962845,0.14970512688159943,0.08142693340778351,0.15092642605304718
2268,0.09250486642122269,0.0890975296497345,0.08940748870372772,0.09616231173276901
2269,0.06769906729459763,0.08509550988674164,0.06780015677213669,0.08085151016712189
2270,0.07554951310157776,0.08736459165811539,0.07920847088098526,0.053749680519104004
2271,0.07382574677467346,0.060601912438869476,0.0720926821231842,0.068074069917202
2273,0.0682915523648262,0.07771268486976624,0.06944718956947327,0.08276454359292984
2274,0.04227105900645256,0.1304093450307846,0.06819316744804382,0.05177105590701103
2275,0.07604514062404633,0.08337485790252686,0.07031883299350739,0.09888184815645218
2276,0.09352104365825653,0.23872868716716766,0.1080360859632492,0.19675037264823914
2277,0.10124866664409637,0.2277020364999771,0.10867835581302643,0.19516238570213318
2278,0.07083635777235031,0.32210931181907654,0.07622453570365906,0.23580104112625122
2279,0.09291265904903412,0.2468632459640503,0.12073627859354019,0.2358790636062622
2280,0.07788755744695663,0.11850243806838989,0.08455993980169296,0.1284603327512741
2282,0.05834141746163368,0.25856441259384155,0.056249797344207764,0.1000305637717247
2284,0.07656818628311157,0.09524813294410706,0.0528390072286129,0.10788178443908691
2286,0.045006681233644485,0.05769093334674835,0.04873628914356232,0.05530543997883797
